phrase,code
switch led strip in room 4.443 color to white .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
I want lime color on led strip in room 4.443 .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
I want led strip in room 4.443 color be lime .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
switch led strip in room 4.443 color to green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
switch color of led strip in room 4.443 to green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
set led strip in room 4.443 color to green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
set color of led strip in room 4.443 to green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
update led strip in room 4.443 color to green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
adjust color of led strip in room 4.443 to green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
modify led strip in room 4.443 color to green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} )"
convert color of led strip in room 4.443 to green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
change led strip in room 4.443 color to green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
make color of led strip in room 4.443 to green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
I want green color on led strip in room 4.443 .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
I want led strip in room 4.443 color be green .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
switch led strip in room 4.443 color to aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
switch color of led strip in room 4.443 to aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
set led strip in room 4.443 color to aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
set color of led strip in room 4.443 to aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
update led strip in room 4.443 color to aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
adjust color of led strip in room 4.443 to aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
modify led strip in room 4.443 color to aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255})"
convert color of led strip in room 4.443 to aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
change led strip in room 4.443 color to aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
make color of led strip in room 4.443 to aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
I want aqua color on led strip in room 4.443 .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
I want led strip in room 4.443 color be aqua .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
switch led strip in room 4.443 color to teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
switch color of led strip in room 4.443 to teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
set led strip in room 4.443 color to teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
set color of led strip in room 4.443 to teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
update led strip in room 4.443 color to teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
adjust color of led strip in room 4.443 to teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
modify led strip in room 4.443 color to teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} )"
convert color of led strip in room 4.443 to teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
change led strip in room 4.443 color to teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
make color of led strip in room 4.443 to teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
I want teal color on led strip in room 4.443 .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
I want led strip in room 4.443 color be teal .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
switch led strip in room 4.443 color to blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
switch color of led strip in room 4.443 to blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
set led strip in room 4.443 color to blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
set color of led strip in room 4.443 to blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
update led strip in room 4.443 color to blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
adjust color of led strip in room 4.443 to blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
modify led strip in room 4.443 color to blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255})"
convert color of led strip in room 4.443 to blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
change led strip in room 4.443 color to blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
make color of led strip in room 4.443 to blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
I want blue color on led strip in room 4.443 .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
I want led strip in room 4.443 color be blue .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
switch led strip in room 4.443 color to navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
switch color of led strip in room 4.443 to navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
set led strip in room 4.443 color to navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
set color of led strip in room 4.443 to navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
update led strip in room 4.443 color to navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
adjust color of led strip in room 4.443 to navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
modify led strip in room 4.443 color to navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128})"
convert color of led strip in room 4.443 to navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
change led strip in room 4.443 color to navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
make color of led strip in room 4.443 to navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
I want navy color on led strip in room 4.443 .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
I want led strip in room 4.443 color be navy .,"ledstrip(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
switch led strip in room 4.443 color to fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
switch color of led strip in room 4.443 to fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
set led strip in room 4.443 color to fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
set color of led strip in room 4.443 to fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
update led strip in room 4.443 color to fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
adjust color of led strip in room 4.443 to fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
modify led strip in room 4.443 color to fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255})"
convert color of led strip in room 4.443 to fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
change led strip in room 4.443 color to fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
make color of led strip in room 4.443 to fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
I want fuchsia color on led strip in room 4.443 .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
I want led strip in room 4.443 color be fuchsia .,"ledstrip(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
switch led strip in room 4.443 color to purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
switch color of led strip in room 4.443 to purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
set led strip in room 4.443 color to purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
set color of led strip in room 4.443 to purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
update led strip in room 4.443 color to purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
adjust color of led strip in room 4.443 to purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
modify led strip in room 4.443 color to purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128})"
convert color of led strip in room 4.443 to purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
change led strip in room 4.443 color to purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
make color of led strip in room 4.443 to purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
I want purple color on led strip in room 4.443 .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
I want led strip in room 4.443 color be purple .,"ledstrip(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
switch led strip in IoT lab color to white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
switch color of led strip in IoT lab to white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
set led strip in IoT lab color to white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
set color of led strip in IoT lab to white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
update led strip in IoT lab color to white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of led strip in IoT lab to white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
modify led strip in IoT lab color to white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255})"
convert color of led strip in IoT lab to white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
change led strip in IoT lab color to white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
make color of led strip in IoT lab to white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
I want white color on led strip in IoT lab .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
I want led strip in IoT lab color be white .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
switch led strip in IoT lab color to silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
switch color of led strip in IoT lab to silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
set led strip in IoT lab color to silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
set color of led strip in IoT lab to silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
update led strip in IoT lab color to silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
adjust color of led strip in IoT lab to silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
modify led strip in IoT lab color to silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192})"
convert color of led strip in IoT lab to silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
change led strip in IoT lab color to silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
make color of led strip in IoT lab to silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
I want silver color on led strip in IoT lab .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
I want led strip in IoT lab color be silver .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
switch led strip in IoT lab color to gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
switch color of led strip in IoT lab to gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
set led strip in IoT lab color to gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
set color of led strip in IoT lab to gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
update led strip in IoT lab color to gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
adjust color of led strip in IoT lab to gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
modify led strip in IoT lab color to gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128})"
convert color of led strip in IoT lab to gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
change led strip in IoT lab color to gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
make color of led strip in IoT lab to gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
I want gray color on led strip in IoT lab .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
I want led strip in IoT lab color be gray .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
switch led strip in IoT lab color to black .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
switch color of led strip in IoT lab to black .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
set led strip in IoT lab color to black .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
set color of led strip in IoT lab to black .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
update led strip in IoT lab color to black .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
adjust color of led strip in IoT lab to black .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
modify led strip in IoT lab color to black .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0})"
convert color of led strip in IoT lab to black .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
change led strip in IoT lab color to black .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
make color of led strip in IoT lab to black .,"ledstrip(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
