phrase,code
switch off power of hue lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn off hue lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn off power of hue lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn power off of hue lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
set power off hue lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
hue lamp in the kitchen power off .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
activate hue lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', on);"
deactivate hue lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', off);"
power up hue lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', on);"
power down hue lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', off);"
switch on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
switch govee lamp owned by Zhou to on state .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
switch on power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn on power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn power on of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
set power on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
govee lamp owned by Zhou power on .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
activate govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', on);"
deactivate govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', off);"
power up govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', on);"
power down govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', off);"
switch off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch govee lamp owned by Zhou to off state .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch off power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn off power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn power off of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
set power off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
govee lamp owned by Zhou power off .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
activate govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', on);"
deactivate govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', off);"
power up govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', on);"
power down govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', off);"
switch on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
switch govee lamp from Michael to on state .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
switch on power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn on power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn power on of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
set power on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
govee lamp from Michael power on .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
activate govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', on);"
deactivate govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', off);"
power up govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', on);"
power down govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', off);"
switch off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch govee lamp from Michael to off state .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch off power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn off power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn power off of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
set power off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
govee lamp from Michael power off .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
activate govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', on);"
deactivate govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', off);"
power up govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', on);"
power down govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', off);"
switch on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
switch Daniel's govee lamp to on state .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
switch on power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn on power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn power on of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
set power on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
Daniel's govee lamp power on .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
activate Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', on);"
deactivate Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', off);"
power up Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', on);"
power down Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', off);"
switch off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch Daniel's govee lamp to off state .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch off power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn off power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn power off of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
set power off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
Daniel's govee lamp power off .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
activate Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', on);"
deactivate Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', off);"
power up Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', on);"
power down Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', off);"
switch govee lamp lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
switch color of govee lamp lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set govee lamp lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set color of govee lamp lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
update govee lamp lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of govee lamp lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
modify govee lamp lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255})"
convert color of govee lamp lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
change govee lamp lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
make color of govee lamp lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
I want white color on govee lamp lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
I want govee lamp lamp in room 4.443 color be white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
switch govee lamp lamp in room 4.443 color to silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
switch color of govee lamp lamp in room 4.443 to silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
set govee lamp lamp in room 4.443 color to silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
set color of govee lamp lamp in room 4.443 to silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
update govee lamp lamp in room 4.443 color to silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
adjust color of govee lamp lamp in room 4.443 to silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
modify govee lamp lamp in room 4.443 color to silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192})"
convert color of govee lamp lamp in room 4.443 to silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
change govee lamp lamp in room 4.443 color to silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
make color of govee lamp lamp in room 4.443 to silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
I want silver color on govee lamp lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
I want govee lamp lamp in room 4.443 color be silver .,"goveelamp(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
switch govee lamp lamp in room 4.443 color to gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
switch color of govee lamp lamp in room 4.443 to gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
set govee lamp lamp in room 4.443 color to gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
set color of govee lamp lamp in room 4.443 to gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
update govee lamp lamp in room 4.443 color to gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
adjust color of govee lamp lamp in room 4.443 to gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
modify govee lamp lamp in room 4.443 color to gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128})"
convert color of govee lamp lamp in room 4.443 to gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
change govee lamp lamp in room 4.443 color to gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
make color of govee lamp lamp in room 4.443 to gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
I want gray color on govee lamp lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
I want govee lamp lamp in room 4.443 color be gray .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
switch govee lamp lamp in room 4.443 color to black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
switch color of govee lamp lamp in room 4.443 to black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
set govee lamp lamp in room 4.443 color to black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
set color of govee lamp lamp in room 4.443 to black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
update govee lamp lamp in room 4.443 color to black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
adjust color of govee lamp lamp in room 4.443 to black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
modify govee lamp lamp in room 4.443 color to black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0})"
convert color of govee lamp lamp in room 4.443 to black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
change govee lamp lamp in room 4.443 color to black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
make color of govee lamp lamp in room 4.443 to black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
I want black color on govee lamp lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
I want govee lamp lamp in room 4.443 color be black .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:0});"
switch govee lamp lamp in room 4.443 color to red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
switch color of govee lamp lamp in room 4.443 to red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
set govee lamp lamp in room 4.443 color to red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
set color of govee lamp lamp in room 4.443 to red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
update govee lamp lamp in room 4.443 color to red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
adjust color of govee lamp lamp in room 4.443 to red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
modify govee lamp lamp in room 4.443 color to red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0})"
convert color of govee lamp lamp in room 4.443 to red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
change govee lamp lamp in room 4.443 color to red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
make color of govee lamp lamp in room 4.443 to red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
I want red color on govee lamp lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
I want govee lamp lamp in room 4.443 color be red .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:0});"
switch govee lamp lamp in room 4.443 color to maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
switch color of govee lamp lamp in room 4.443 to maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
set govee lamp lamp in room 4.443 color to maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
set color of govee lamp lamp in room 4.443 to maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
update govee lamp lamp in room 4.443 color to maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
adjust color of govee lamp lamp in room 4.443 to maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
modify govee lamp lamp in room 4.443 color to maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0})"
convert color of govee lamp lamp in room 4.443 to maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
change govee lamp lamp in room 4.443 color to maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
make color of govee lamp lamp in room 4.443 to maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
I want maroon color on govee lamp lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
I want govee lamp lamp in room 4.443 color be maroon .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:0});"
switch govee lamp lamp in room 4.443 color to yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
switch color of govee lamp lamp in room 4.443 to yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
set govee lamp lamp in room 4.443 color to yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
set color of govee lamp lamp in room 4.443 to yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
update govee lamp lamp in room 4.443 color to yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
adjust color of govee lamp lamp in room 4.443 to yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
modify govee lamp lamp in room 4.443 color to yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0})"
convert color of govee lamp lamp in room 4.443 to yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
change govee lamp lamp in room 4.443 color to yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
make color of govee lamp lamp in room 4.443 to yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
I want yellow color on govee lamp lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
I want govee lamp lamp in room 4.443 color be yellow .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:0});"
switch govee lamp lamp in room 4.443 color to olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
switch color of govee lamp lamp in room 4.443 to olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
set govee lamp lamp in room 4.443 color to olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
set color of govee lamp lamp in room 4.443 to olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
update govee lamp lamp in room 4.443 color to olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
adjust color of govee lamp lamp in room 4.443 to olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
modify govee lamp lamp in room 4.443 color to olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0})"
convert color of govee lamp lamp in room 4.443 to olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
change govee lamp lamp in room 4.443 color to olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
make color of govee lamp lamp in room 4.443 to olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
I want olive color on govee lamp lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
I want govee lamp lamp in room 4.443 color be olive .,"goveelamp(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
switch govee lamp lamp in room 4.443 color to lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
switch color of govee lamp lamp in room 4.443 to lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
set govee lamp lamp in room 4.443 color to lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
set color of govee lamp lamp in room 4.443 to lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
update govee lamp lamp in room 4.443 color to lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
adjust color of govee lamp lamp in room 4.443 to lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
modify govee lamp lamp in room 4.443 color to lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0})"
convert color of govee lamp lamp in room 4.443 to lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
change govee lamp lamp in room 4.443 color to lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
make color of govee lamp lamp in room 4.443 to lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
I want lime color on govee lamp lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
I want govee lamp lamp in room 4.443 color be lime .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
switch govee lamp lamp in room 4.443 color to green .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
switch color of govee lamp lamp in room 4.443 to green .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
set govee lamp lamp in room 4.443 color to green .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
set color of govee lamp lamp in room 4.443 to green .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
update govee lamp lamp in room 4.443 color to green .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
adjust color of govee lamp lamp in room 4.443 to green .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
modify govee lamp lamp in room 4.443 color to green .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} )"
convert color of govee lamp lamp in room 4.443 to green .,"goveelamp(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
