phrase,code
switch blinkstick in room 4.443 color to white .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
convert color of blinkstick in room 4.443 to olive .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
change blinkstick in room 4.443 color to olive .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
make color of blinkstick in room 4.443 to olive .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
I want olive color on blinkstick in room 4.443 .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
I want blinkstick in room 4.443 color be olive .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:0});"
switch blinkstick in room 4.443 color to lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
switch color of blinkstick in room 4.443 to lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
set blinkstick in room 4.443 color to lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
set color of blinkstick in room 4.443 to lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
update blinkstick in room 4.443 color to lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
adjust color of blinkstick in room 4.443 to lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
modify blinkstick in room 4.443 color to lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0})"
convert color of blinkstick in room 4.443 to lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
change blinkstick in room 4.443 color to lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
make color of blinkstick in room 4.443 to lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
I want lime color on blinkstick in room 4.443 .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
I want blinkstick in room 4.443 color be lime .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255, blue:0});"
switch blinkstick in room 4.443 color to green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
switch color of blinkstick in room 4.443 to green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
set blinkstick in room 4.443 color to green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
set color of blinkstick in room 4.443 to green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
update blinkstick in room 4.443 color to green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
adjust color of blinkstick in room 4.443 to green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
modify blinkstick in room 4.443 color to green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} )"
convert color of blinkstick in room 4.443 to green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
change blinkstick in room 4.443 color to green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
make color of blinkstick in room 4.443 to green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
I want green color on blinkstick in room 4.443 .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
I want blinkstick in room 4.443 color be green .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:0} );"
switch blinkstick in room 4.443 color to aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
switch color of blinkstick in room 4.443 to aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
set blinkstick in room 4.443 color to aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
set color of blinkstick in room 4.443 to aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
update blinkstick in room 4.443 color to aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
adjust color of blinkstick in room 4.443 to aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
modify blinkstick in room 4.443 color to aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255})"
convert color of blinkstick in room 4.443 to aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
change blinkstick in room 4.443 color to aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
make color of blinkstick in room 4.443 to aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
I want aqua color on blinkstick in room 4.443 .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
I want blinkstick in room 4.443 color be aqua .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:255 blue:255});"
switch blinkstick in room 4.443 color to teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
switch color of blinkstick in room 4.443 to teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
set blinkstick in room 4.443 color to teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
set color of blinkstick in room 4.443 to teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
update blinkstick in room 4.443 color to teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
adjust color of blinkstick in room 4.443 to teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
modify blinkstick in room 4.443 color to teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} )"
convert color of blinkstick in room 4.443 to teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
change blinkstick in room 4.443 color to teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
make color of blinkstick in room 4.443 to teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
I want teal color on blinkstick in room 4.443 .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
I want blinkstick in room 4.443 color be teal .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:128, blue:128} );"
switch blinkstick in room 4.443 color to blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
switch color of blinkstick in room 4.443 to blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
set blinkstick in room 4.443 color to blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
set color of blinkstick in room 4.443 to blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
update blinkstick in room 4.443 color to blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
adjust color of blinkstick in room 4.443 to blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
modify blinkstick in room 4.443 color to blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255})"
convert color of blinkstick in room 4.443 to blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
change blinkstick in room 4.443 color to blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
make color of blinkstick in room 4.443 to blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
I want blue color on blinkstick in room 4.443 .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
I want blinkstick in room 4.443 color be blue .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:255});"
switch blinkstick in room 4.443 color to navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
switch color of blinkstick in room 4.443 to navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
set blinkstick in room 4.443 color to navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
set color of blinkstick in room 4.443 to navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
update blinkstick in room 4.443 color to navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
adjust color of blinkstick in room 4.443 to navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
modify blinkstick in room 4.443 color to navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128})"
convert color of blinkstick in room 4.443 to navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
change blinkstick in room 4.443 color to navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
make color of blinkstick in room 4.443 to navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
I want navy color on blinkstick in room 4.443 .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
I want blinkstick in room 4.443 color be navy .,"blinkstick(light, 4.443, None).writeProperty('color', {red:0, green:0, blue:128});"
switch blinkstick in room 4.443 color to fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
switch color of blinkstick in room 4.443 to fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
set blinkstick in room 4.443 color to fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
set color of blinkstick in room 4.443 to fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
update blinkstick in room 4.443 color to fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
adjust color of blinkstick in room 4.443 to fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
modify blinkstick in room 4.443 color to fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255})"
convert color of blinkstick in room 4.443 to fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
change blinkstick in room 4.443 color to fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
make color of blinkstick in room 4.443 to fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
I want fuchsia color on blinkstick in room 4.443 .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
I want blinkstick in room 4.443 color be fuchsia .,"blinkstick(light, 4.443, None).writeProperty('color', {red:255, green:0, blue:255});"
switch blinkstick in room 4.443 color to purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
switch color of blinkstick in room 4.443 to purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
set blinkstick in room 4.443 color to purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
set color of blinkstick in room 4.443 to purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
update blinkstick in room 4.443 color to purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
adjust color of blinkstick in room 4.443 to purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
modify blinkstick in room 4.443 color to purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128})"
convert color of blinkstick in room 4.443 to purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
change blinkstick in room 4.443 color to purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
make color of blinkstick in room 4.443 to purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
I want purple color on blinkstick in room 4.443 .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
I want blinkstick in room 4.443 color be purple .,"blinkstick(light, 4.443, None).writeProperty('color', {red:128, green:0, blue:128});"
switch blinkstick in IoT lab color to white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
switch color of blinkstick in IoT lab to white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
set blinkstick in IoT lab color to white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
set color of blinkstick in IoT lab to white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
update blinkstick in IoT lab color to white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of blinkstick in IoT lab to white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
modify blinkstick in IoT lab color to white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255})"
convert color of blinkstick in IoT lab to white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
change blinkstick in IoT lab color to white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
make color of blinkstick in IoT lab to white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
I want white color on blinkstick in IoT lab .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
I want blinkstick in IoT lab color be white .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:255, green:255, blue:255});"
switch blinkstick in IoT lab color to silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
switch color of blinkstick in IoT lab to silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
set blinkstick in IoT lab color to silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
set color of blinkstick in IoT lab to silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
update blinkstick in IoT lab color to silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
adjust color of blinkstick in IoT lab to silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
modify blinkstick in IoT lab color to silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192})"
convert color of blinkstick in IoT lab to silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
change blinkstick in IoT lab color to silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
make color of blinkstick in IoT lab to silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
I want silver color on blinkstick in IoT lab .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
I want blinkstick in IoT lab color be silver .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:192, green:192, blue:192});"
switch blinkstick in IoT lab color to gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
switch color of blinkstick in IoT lab to gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
set blinkstick in IoT lab color to gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
set color of blinkstick in IoT lab to gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
update blinkstick in IoT lab color to gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
adjust color of blinkstick in IoT lab to gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
modify blinkstick in IoT lab color to gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128})"
convert color of blinkstick in IoT lab to gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
change blinkstick in IoT lab color to gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
make color of blinkstick in IoT lab to gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
I want gray color on blinkstick in IoT lab .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
I want blinkstick in IoT lab color be gray .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:128, green:128, blue:128});"
switch blinkstick in IoT lab color to black .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
switch color of blinkstick in IoT lab to black .,"blinkstick(light, IoT_lab, None).writeProperty('color', {red:0, green:0, blue:0});"
